ID	Ontology Source	Term	GOLevels	GOGroups	Nr. Genes	% Associated Genes	Term PValue	Term PValue Corrected with Benjamini-Hochberg	Group PValue	Group PValue Corrected with Benjamini-Hochberg	Associated Genes Found	All Associated Genes	OverViewTerm
GO:0000724	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	double-strand break repair via homologous recombination	[7, 8, 9]	[Group13]	5	100.0	0.0032462326417554174	0.04011416050169194	{Group13=4.991342373538522E-6}	{Group13=3.244372542800039E-5}	[recB, recC, recD, recN, ruvA]	[recB, recC, recD, recN, ruvA]	FALSE
GO:0000725	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	recombinational repair	[6, 7, 8]	[Group13]	9	81.818184	9.192163041158968E-4	0.018708755366123545	{Group13=4.991342373538522E-6}	{Group13=3.244372542800039E-5}	[Rv3201c, Rv3202c, radA, recA, recB, recC, recD, recN, ruvA]	[Rv3201c, Rv3202c, radA, recA, recB, recC, recD, recN, ruvA, uvrD1, uvrD2]	FALSE
GO:0004527	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	exonuclease activity	[7, 8]	[Group13]	16	61.53846	0.0016414875519625831	0.028397734648952688	{Group13=4.991342373538522E-6}	{Group13=3.244372542800039E-5}	[Rv1277, Rv2191, Rv2681, Rv2752c, Rv2837c, Rv3201c, Rv3202c, dnaE1, dnaQ, ligD, recB, recC, recD, xseA, xseB, xthA]	[Rv1277, Rv2090, Rv2179c, Rv2191, Rv2681, Rv2752c, Rv2823c, Rv2837c, Rv3201c, Rv3202c, Rv3644c, dnaE1, dnaE2, dnaN, dnaQ, gpsI, ligD, orn, polA, recB, recC, recD, rphA, xseA, xseB, xthA]	FALSE
GO:0004529	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	exodeoxyribonuclease activity	[6, 7, 8, 9]	[Group13]	8	100.0	1.0305280323167761E-4	0.008914067479540114	{Group13=4.991342373538522E-6}	{Group13=3.244372542800039E-5}	[Rv1277, ligD, recB, recC, recD, xseA, xseB, xthA]	[Rv1277, ligD, recB, recC, recD, xseA, xseB, xthA]	FALSE
GO:0006091	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	generation of precursor metabolites and energy	[3]	[Group11]	49	44.95413	0.0022483838291969946	0.03382351325661566	{Group11=0.0022483838291969946}	{Group11=0.0032476655310623255}	[Rv0161, Rv0247c, Rv0248c, Rv1718, Rv2199c, Rv3032, aceE, ctaC, ctaD, devB, eno, fixA, fixB, fum, gabD2, gap, glgP, gltA2, gnd2, lpdC, mdh, mqo, nuoA, nuoB, nuoC, nuoD, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoK, nuoL, nuoM, nuoN, pgk, pntAa, pntAb, prpC, rpiB, sdhA, sdhB, sucC, sucD, tal, tkt, tpi, treX, zwf2]	[PE_PGRS11, Rv0083, Rv0161, Rv0247c, Rv0248c, Rv0688, Rv1248c, Rv1718, Rv2199c, Rv2454c, Rv2455c, Rv3032, Rv3198A, Rv3230c, aceE, acn, bisC, citA, ctaC, ctaD, ctaE, cydA, cydB, devB, dlaT, eno, fba, fdxA, fdxC, fdxD, fixA, fixB, frdA, frdB, fum, gabD1, gabD2, gap, garA, glcB, glgA, glgB, glgC, glgE, glgP, gltA2, gltD, gnd1, gnd2, gpm1, hycE, icd1, icd2, icl1, lpdC, mak, malQ, mdh, mqo, mutA, narG, narH, narI, narX, ndh, nrdH, nuoA, nuoB, nuoC, nuoD, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoK, nuoL, nuoM, nuoN, pfkA, pfkB, pgi, pgk, pknJ, pntAa, pntAb, prpC, prpD, pykA, qcrB, qcrC, rpe, rpiB, rubA, rubB, sdhA, sdhB, sdhC, sucC, sucD, tal, tkt, tpi, treS, treX, trxA, trxC, zwf1, zwf2]	FALSE
GO:0006302	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	double-strand break repair	[6, 7, 8]	[Group13]	9	75.0	0.002639966439280502	0.03513186107657899	{Group13=4.991342373538522E-6}	{Group13=3.244372542800039E-5}	[ligD, mku, priA, recB, recC, recD, recF, recN, ruvA]	[ligD, mku, polA, priA, recB, recC, recD, recF, recN, recO, ruvA, uvrD1]	FALSE
GO:0006310	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	DNA recombination	[5, 6, 7]	[Group13]	27	54.0	8.517029311090643E-4	0.01964594761091575	{Group13=4.991342373538522E-6}	{Group13=3.244372542800039E-5}	[Rv0605, Rv1701, Rv2424c, Rv2791c, Rv2792c, Rv2885c, Rv2886c, Rv2978c, Rv2979c, Rv3201c, Rv3202c, Rv3828c, dnaB, ligD, mku, priA, radA, recA, recB, recC, recD, recG, recN, ruvA, ruvB, ruvC, xerC]	[Rv0605, Rv0920c, Rv0921, Rv1041c, Rv1199c, Rv1313c, Rv1461, Rv1586c, Rv1701, Rv2177c, Rv2424c, Rv2646, Rv2659c, Rv2791c, Rv2792c, Rv2885c, Rv2886c, Rv2961, Rv2978c, Rv2979c, Rv3201c, Rv3202c, Rv3327, Rv3348, Rv3387, Rv3640c, Rv3828c, dinG, dnaB, ligB, ligC, ligD, mku, priA, radA, recA, recB, recC, recD, recG, recN, recO, recR, ruvA, ruvB, ruvC, uvrA, uvrD1, uvrD2, xerC]	FALSE
GO:0006810	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	transport	[3]	[Group08]	106	39.11439	0.004156027682555151	0.04793285260546941	{Group08=0.004156027682555151}	{Group08=0.004156027682555151}	[Rv0073, Rv0203, Rv0205, Rv0613c, Rv1272c, Rv1273c, Rv1410c, Rv1457c, Rv2038c, Rv2199c, Rv2326c, Rv2395, Rv2434c, Rv2456c, Rv2585c, Rv2994, Rv3041c, Rv3104c, Rv3200c, Rv3253c, Rv3271c, Rv3273, Rv3728, Rv3903c, Rv3910, Rv3921c, ansP1, ansP2, arsA, arsB1, arsB2, bacA, cobQ1, cstA, ctaC, ctaD, ctpD, ctpE, ctpH, cycA, cysA1, dinF, dppA, dppB, dppC, dppD, drrA, drrB, drrC, eccA3, fadD6, fbpC, glnQ, kgtP, lppX, lpqZ, lprG, mctB, mmpL3, mmpL7, mntH, modA, modB, mycP1, nicT, nuoA, nuoB, nuoC, nuoD, nuoF, nuoG, nuoJ, nuoK, nuoL, nuoM, nuoN, oppA, oppB, oppC, oppD, phoY1, pitA, pknF, proV, proW, proX, proZ, pstA2, pstB, pstC1, pstC2, pstS1, rfbD, rocE, rodA, secD, secF, secY, tatB, ugpA, ugpC, ugpE, yajC, yjcE, yrbE1A, yrbE1B]	[Rv0027, Rv0037c, Rv0073, Rv0083, Rv0143c, Rv0191, Rv0194, Rv0203, Rv0205, Rv0318c, Rv0385, Rv0488, Rv0588, Rv0613c, Rv0813c, Rv0842, Rv0849, Rv0876c, Rv0888, Rv0986, Rv0987, Rv1200, Rv1232c, Rv1250, Rv1258c, Rv1272c, Rv1273c, Rv1410c, Rv1457c, Rv1634, Rv1672c, Rv1686c, Rv1707, Rv1735c, Rv1739c, Rv1877, Rv1979c, Rv1986, Rv1999c, Rv2025c, Rv2038c, Rv2039c, Rv2040c, Rv2059, Rv2199c, Rv2254c, Rv2265, Rv2326c, Rv2395, Rv2415c, Rv2434c, Rv2456c, Rv2459, Rv2585c, Rv2686c, Rv2687c, Rv2688c, Rv2690c, Rv2717c, Rv2994, Rv3041c, Rv3069, Rv3070, Rv3104c, Rv3200c, Rv3236c, Rv3237c, Rv3239c, Rv3253c, Rv3271c, Rv3273, Rv3728, Rv3737, Rv3821, Rv3848, Rv3903c, Rv3910, Rv3921c, amt, ansP1, ansP2, arfA, arsA, arsB1, arsB2, arsC, atpA, atpB, atpC, atpD, atpE, atpF, atpG, bacA, betP, bfrA, bfrB, ceoB, ceoC, chaA, cobD, cobQ1, corA, cstA, ctaC, ctaD, ctaE, ctpA, ctpB, ctpC, ctpD, ctpE, ctpF, ctpG, ctpH, ctpI, ctpJ, ctpV, cycA, cydC, cydD, cysA1, cysT, cysW, dctA, dinF, dppA, dppB, dppC, dppD, drrA, drrB, drrC, eccA3, eccCa1, eccCb1, efpA, emrB, espA, espB, espC, espD, espF, espG1, espI, espR, esxA, esxB, fadD1, fadD17, fadD6, fbpC, ffh, ftsE, ftsW, ftsY, gabP, glbN, glbO, glfT1, glnQ, hbhA, hycE, iniA, irtA, irtB, kdpA, kdpB, kdpC, kdpF, kgtP, lppX, lpqW, lpqY, lpqZ, lprF, lprG, mctB, mgtE, mkl, mmpL10, mmpL3, mmpL7, mmpL8, mmr, mntH, modA, modB, modC, mscL, mycP1, nanT, narK1, narK2, narK3, narU, nicT, nirD, nuoA, nuoB, nuoC, nuoD, nuoF, nuoG, nuoJ, nuoK, nuoL, nuoM, nuoN, oppA, oppB, oppC, oppD, phoP, phoT, phoY1, phoY2, pitA, pitB, pknF, proV, proW, proX, proZ, pstA1, pstA2, pstB, pstC1, pstC2, pstS1, pstS2, pstS3, qcrB, qcrC, rfbD, rfbE, rocE, rodA, secA1, secA2, secD, secE1, secF, secG, secY, sthA, stp, subI, sugA, sugB, sugC, sugI, tatA, tatB, tatC, tig, ugpA, ugpC, ugpE, uspA, uspB, viuB, yajC, yjcE, yrbE1A, yrbE1B, yrbE2A, yrbE3A, yrbE3B, yrbE4A, yrbE4B]	FALSE
GO:0006996	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	organelle organization	[4]	[Group13]	26	59.090908	1.5336022068876922E-4	0.008843772726385691	{Group13=4.991342373538522E-6}	{Group13=3.244372542800039E-5}	[Rv1251c, Rv3201c, Rv3202c, Rv3649, dnaB, engA, ercc3, ftsZ, gyrA, helZ, hupB, mfd, pknF, priA, recB, recC, recD, recG, rhlE, rplV, rpsS, ruvA, ruvB, smc, topA, typA]	[Rv1251c, Rv2420c, Rv2559c, Rv2816c, Rv2817c, Rv2842c, Rv3201c, Rv3202c, Rv3649, deaD, dinG, dnaB, engA, era, ercc3, ftsZ, fusA1, fusA2, gyrA, gyrB, helZ, hupB, infC, mfd, pknF, priA, recB, recC, recD, recG, rhlE, rplT, rplV, rplW, rpsG, rpsK, rpsS, ruvA, ruvB, smc, topA, typA, uvrD1, uvrD2]	FALSE
GO:0008137	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	NADH dehydrogenase (ubiquinone) activity	[6, 7, 9]	[Group11]	11	84.61539	1.2804129573234754E-4	0.00886045766467845	{Group11=0.0022483838291969946}	{Group11=0.0032476655310623255}	[nuoA, nuoB, nuoC, nuoD, nuoF, nuoG, nuoJ, nuoK, nuoL, nuoM, nuoN]	[Rv0083, hycE, nuoA, nuoB, nuoC, nuoD, nuoF, nuoG, nuoJ, nuoK, nuoL, nuoM, nuoN]	FALSE
