ID	Ontology Source	Term	GOLevels	GOGroups	Nr. Genes	% Associated Genes	Term PValue	Term PValue Corrected with Benjamini-Hochberg	Group PValue	Group PValue Corrected with Benjamini-Hochberg	Associated Genes Found	All Associated Genes	OverViewTerm
GO:0006082	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	organic acid metabolic process	[3]	[Group5]	68	15.887851	0.0012313634004077366	0.026351176768725566	{Group5=0.0012313634004077366}	{Group5=0.0019701814406523784}	[Rv0818, Rv1129c, Rv1683, Rv1897c, Rv2499c, Rv3075c, accA1, aceAa, aceAb, aceE, acn, aldC, amiB1, argD, argF, asd, ask, citE, dapA, dapD, dlaT, echA6, etgB, fas, fba, folC, fum, gadB, gap, glcB, gnd2, guaA, hisC1, hisD, icd1, icd2, inhA, mdh, metA, metE, mmsB, mutA, mutB, nrp, pgi, pgk, pknA, pknB, pknD, pks9, ppdK, ppnK, prpC, prpD, pykA, pyrB, pyrG, serA1, sseB, thrA, thrC, tpi, trpA, trpB, trpC, trpG, trpS, valS]	[PE_PGRS11, Rv0100, Rv0161, Rv0260c, Rv0295c, Rv0466, Rv0535, Rv0669c, Rv0694, Rv0769, Rv0812, Rv0818, Rv0843, Rv0859, Rv0914c, Rv0948c, Rv1005c, Rv1059, Rv1129c, Rv1188, Rv1248c, Rv1372, Rv1414, Rv1533, Rv1627c, Rv1683, Rv1716, Rv1718, Rv1769, Rv1771, Rv1856c, Rv1867, Rv1885c, Rv1894c, Rv1897c, Rv2001, Rv2141c, Rv2205c, Rv2294, Rv2499c, Rv2522c, Rv2573, Rv2859c, Rv2949c, Rv2983, Rv3015c, Rv3075c, Rv3137, Rv3230c, Rv3329, Rv3382c, Rv3538, Rv3548c, Rv3684, Rv3762c, aao, accA1, accA3, accD1, accD2, accD3, accD6, aceAa, aceAb, aceE, ackA, acn, acpM, acpS, acs, alaS, ald, aldC, alr, amiB1, ansA, arcA, argA, argB, argC, argD, argF, argG, argH, argJ, argR, argS, aroA, aroB, aroD, aroE, aroF, aroG, aroK, asd, ask, asnB, aspB, aspS, bioA, bioB, bioD, bioF1, bkdA, bkdB, carA, carB, cbs, cfp21, citE, cmaA1, cmaA2, cobB, cobQ1, cobQ2, csd, cyp124, cysE, cysH, cysK1, cysK2, cysM, cysO, cysQ, cysS1, dapA, dapB, dapC, dapD, dapE, dapF, desA1, desA2, desA3, dfp, dfrA, dlaT, dxr, dxs1, dxs2, echA12, echA13, echA14, echA17, echA18, echA2, echA20, echA21, echA4, echA6, echA8, echA9, egtC, egtD, egtE, eno, entC, etgB, fabD, fabG1, fabG2, fabG4, fabH, fadA3, fadA4, fadA5, fadB, fadB2, fadB3, fadD1, fadD10, fadD11, fadD13, fadD15, fadD17, fadD19, fadD21, fadD22, fadD23, fadD24, fadD25, fadD26, fadD28, fadD29, fadD30, fadD31, fadD32, fadD34, fadD35, fadD6, fadD7, fadD8, fadD9, fadE20, fadE28, fadE29, fadE5, fadE7, fas, fba, fbiA, fbiB, fbiC, fcoT, folB, folC, folD, folK, folP1, frdD, fum, gabT, gadB, gap, garA, gatB, gatC, gcpE, gcvB, gcvH, gcvT, gdh, glcB, glmS, glnA1, glnA2, glnA3, glnA4, glnE, gltB, gltD, gltS, glyA1, glyA2, glyS, gnd1, gnd2, gpm1, gshA, guaA, hadB, hadC, hemA, hisB, hisC1, hisC2, hisD, hisE, hisF, hisG, hisH, hisI, hisS, hsaF, htdX, htdY, htdZ, icd1, icd2, icl1, ileS, ilvA, ilvB1, ilvB2, ilvC, ilvD, ilvE, ilvG, ilvN, ilvX, inhA, ispD, ispE, ispF, kasA, kasB, lat, leuA, leuB, leuC, leuD, leuS, lipA, lipB, lipV, lldD2, lpdC, ltp1, ltp4, lysA, lysS, lysX, lytB2, mapA, mapB, mas, mbtB, mbtC, mbtE, mbtF, mbtI, mbtL, mbtM, mdh, mec, metA, metB, metC, metE, metH, metS, metZ, mez, mhpE, mmaA1, mmaA2, mmaA3, mmaA4, mmpL3, mmsA, mmsB, mmuM, moeB1, mshC, mtn, mutA, mutB, nadA, nadB, nadC, narG, narH, narI, narJ, narK2, narU, narX, nirB, nirD, nrp, oxcA, panB, panC, panD, pca, pcaA, pckA, pfkA, pfkB, pgi, pgk, pheA, pheS, pheT, pknA, pknB, pknD, pknE, pknG, pknJ, pknL, pks1, pks10, pks11, pks12, pks13, pks15, pks16, pks17, pks2, pks3, pks5, pks6, pks7, pks8, pks9, plsB1, plsB2, ppdK, ppk1, ppnK, ppsA, ppsB, ppsC, ppsD, ppsE, priA, proA, proB, proC, proS, prpC, prpD, purF, purQ, pykA, pyrB, pyrG, rocA, sahH, serA1, serA2, serB2, serC, serS, snoP, snzP, sseB, tesB1, tesB2, thrA, thrB, thrC, thrS, tpi, trpA, trpB, trpC, trpD, trpE, trpG, trpS, tyrA, tyrS, udgA, ufaA1, umaA, valS]	TRUE
GO:0006090	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	pyruvate metabolic process	[7]	[Group7]	10	31.25	0.0021178360621093837	0.032372636949386295	{Group7=0.0019324949709852322}	{Group7=0.00220856568112598}	[aceE, aldC, dlaT, fba, gap, pgi, pgk, ppdK, pykA, tpi]	[PE_PGRS11, Rv0843, Rv3382c, aceE, aldC, bkdA, dlaT, dxr, dxs1, dxs2, eno, fba, gap, garA, gcpE, gpm1, ispD, ispE, ispF, lpdC, lytB2, mez, pca, pckA, pfkA, pfkB, pgi, pgk, pknJ, ppdK, pykA, tpi]	FALSE
GO:0006091	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	generation of precursor metabolites and energy	[3]	[Group8]	41	37.614677	2.0918872676019042E-13	4.476638752668075E-11	{Group8=2.0918872676019042E-13}	{Group8=1.6735098140815234E-12}	[aceE, acn, citA, dlaT, fba, fdxC, fum, gabD1, gabD2, gap, glcB, glgB, glgE, glgP, gltA2, gnd2, icd1, icd2, mdh, mqo, mutA, nuoA, nuoB, nuoC, nuoD, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoL, nuoM, nuoN, pgi, pgk, prpC, prpD, pykA, rpe, sucC, tpi]	[PE_PGRS11, Rv0083, Rv0161, Rv0247c, Rv0248c, Rv0688, Rv1248c, Rv1718, Rv2199c, Rv2454c, Rv2455c, Rv3032, Rv3198A, Rv3230c, aceE, acn, bisC, citA, ctaC, ctaD, ctaE, cydA, cydB, devB, dlaT, eno, fba, fdxA, fdxC, fdxD, fixA, fixB, frdA, frdB, fum, gabD1, gabD2, gap, garA, glcB, glgA, glgB, glgC, glgE, glgP, gltA2, gltD, gnd1, gnd2, gpm1, hycE, icd1, icd2, icl1, lpdC, mak, malQ, mdh, mqo, mutA, narG, narH, narI, narX, ndh, nrdH, nuoA, nuoB, nuoC, nuoD, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoK, nuoL, nuoM, nuoN, pfkA, pfkB, pgi, pgk, pknJ, pntAa, pntAb, prpC, prpD, pykA, qcrB, qcrC, rpe, rpiB, rubA, rubB, sdhA, sdhB, sdhC, sucC, sucD, tal, tkt, tpi, treS, treX, trxA, trxC, zwf1, zwf2]	TRUE
GO:0006096	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	glycolytic process	[4, 5, 8, 9, 10, 11, 12]	[Group7]	8	50.0	1.5068401748090097E-4	0.005374396623485468	{Group7=0.0019324949709852322}	{Group7=0.00220856568112598}	[aceE, dlaT, fba, gap, pgi, pgk, pykA, tpi]	[PE_PGRS11, aceE, dlaT, eno, fba, gap, garA, gpm1, lpdC, pfkA, pfkB, pgi, pgk, pknJ, pykA, tpi]	TRUE
GO:0006097	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	glyoxylate cycle	[4, 5, 8]	[Group1]	4	80.0	7.671924184497943E-4	0.01824213083869511	{Group1=7.671924184497943E-4}	{Group1=0.0015343848368995887}	[aceAa, glcB, icd1, icd2]	[aceAa, glcB, icd1, icd2, icl1]	TRUE
GO:0006099	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	tricarboxylic acid cycle	[3, 7]	[Group8]	14	56.0	6.635198117932047E-8	3.549830993093645E-6	{Group8=2.0918872676019042E-13}	{Group8=1.6735098140815234E-12}	[acn, citA, fum, gabD1, gabD2, glcB, gltA2, icd1, icd2, mdh, mqo, prpC, prpD, sucC]	[Rv0247c, Rv1248c, Rv2454c, Rv2455c, acn, citA, frdB, fum, gabD1, gabD2, glcB, gltA2, icd1, icd2, icl1, lpdC, mdh, mqo, prpC, prpD, sdhA, sdhB, sdhC, sucC, sucD]	FALSE
GO:0006107	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	oxaloacetate metabolic process	[7]	[Group2]	3	100.0	0.0014880726380237586	0.028949776776098578	{Group2=0.0014880726380237586}	{Group2=0.001984096850698345}	[Rv3075c, citE, mdh]	[Rv3075c, citE, mdh]	TRUE
GO:0009088	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	threonine biosynthetic process	[7, 8, 9, 10]	[Group3]	4	80.0	7.671924184497943E-4	0.01824213083869511	{Group3=7.671924184497943E-4}	{Group3=0.0015343848368995887}	[asd, ask, thrA, thrC]	[asd, ask, thrA, thrB, thrC]	TRUE
GO:0015980	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	energy derivation by oxidation of organic compounds	[4]	[Group8]	26	40.625	1.1131209639173633E-9	1.1910394313915788E-7	{Group8=2.0918872676019042E-13}	{Group8=1.6735098140815234E-12}	[acn, citA, fum, gabD1, gabD2, glcB, glgB, glgE, glgP, gltA2, icd1, icd2, mdh, mqo, mutA, nuoB, nuoF, nuoG, nuoH, nuoI, nuoL, nuoM, nuoN, prpC, prpD, sucC]	[Rv0083, Rv0161, Rv0247c, Rv0248c, Rv1248c, Rv1718, Rv2454c, Rv2455c, Rv3032, acn, bisC, citA, ctaC, ctaD, ctaE, cydA, cydB, frdA, frdB, fum, gabD1, gabD2, garA, glcB, glgA, glgB, glgC, glgE, glgP, gltA2, gltD, icd1, icd2, icl1, lpdC, mak, malQ, mdh, mqo, mutA, narG, narH, narI, narX, ndh, nuoB, nuoF, nuoG, nuoH, nuoI, nuoK, nuoL, nuoM, nuoN, prpC, prpD, qcrB, sdhA, sdhB, sdhC, sucC, sucD, treS, treX]	FALSE
GO:0016052	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	carbohydrate catabolic process	[4]	[Group7]	10	31.25	0.0021178360621093837	0.032372636949386295	{Group7=0.0019324949709852322}	{Group7=0.00220856568112598}	[aceE, dlaT, fba, gap, glgE, pgi, pgk, pykA, rpe, tpi]	[PE_PGRS11, Rv0648, Rv2402, aceE, aglA, celA1, deoC, dlaT, eno, fba, fucA, gap, garA, glgE, glpK, gnd1, gpm1, lpdC, pfkA, pfkB, pgi, pgk, pknJ, pykA, rbsK, rpe, rpiB, tpi, treS, treX, treY, treZ]	FALSE
